Company,TypeName,Inches,Weight,screen_resolution,display_type,processor_speed,processor_brand,processor_type,ssd_storage,hdd_storage,flash_storage,ram,os,Price,res_width,res_height,total_pixels,total_storage,price_per_kg,ppi,is_gaming,is_premium_brand,is_ultrabook,ram_to_ssd_ratio,log_Price,log_ram
HP,Notebook,15.6,1.91,1366x768,HD,2.5,AMD, A6-Series A6-9220,128,0,0,8,windows,23757.552,1366.0,768.0,1049088.0,128,12438.50890052356,100.5,0,0,0,0.0625,10.075697828858553,2.1972245773362196
HP,Notebook,17.3,2.9,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,16,windows,56423.52,1920.0,1080.0,2073600.0,1024,19456.38620689655,127.3,0,0,0,0.0,10.94065909478203,2.833213344056216
MSI,Gaming,17.3,4.14,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,1024,0,16,windows,133146.72,1920.0,1080.0,2073600.0,1536,32161.04347826087,127.3,1,1,0,0.0312,11.799214467550595,2.833213344056216
Lenovo,2 in 1 Convertible,15.6,2.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,512,0,0,8,windows,90522.72,1920.0,1080.0,2073600.0,512,45261.36,141.2,0,0,0,0.0156,11.413367194793471,2.1972245773362196
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1024,0,8,windows,60845.76,1920.0,1080.0,2073600.0,1152,21730.628571428573,127.3,0,0,0,0.0625,11.016113851311959,2.1972245773362196
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.0,Intel, Core i3 6006U,256,0,0,4,no,23656.32,1920.0,1080.0,2073600.0,256,10752.872727272726,141.2,0,0,0,0.0156,10.071427859772655,1.6094379124341003
HP,Notebook,15.6,2.1,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,500,0,4,windows,38468.16,1920.0,1080.0,2073600.0,500,18318.17142857143,141.2,0,0,0,0.0,10.557612160311693,1.6094379124341003
Dell,Notebook,15.6,2.18,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,4,windows,35004.96,1920.0,1080.0,2073600.0,1024,16057.32110091743,141.2,0,0,0,0.0,10.46327361168887,1.6094379124341003
Dell,Notebook,15.6,2.24,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,30103.2,1920.0,1080.0,2073600.0,1024,13438.92857142857,141.2,0,0,0,0.0,10.312419975886602,2.1972245773362196
Dell,2 in 1 Convertible,15.6,2.67,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,42570.72,1920.0,1080.0,2073600.0,256,15944.08988764045,141.2,0,0,0,0.0312,10.65894546204638,2.1972245773362196
Asus,2 in 1 Convertible,13.3,4.1,1920x1080,Full HD,1.8,Intel, Core i7 8550U,512,0,0,8,windows,79866.72,1920.0,1080.0,2073600.0,512,19479.68780487805,165.6,0,0,0,0.0156,11.288127045116099,2.1972245773362196
HP,Notebook,17.3,2.5,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,8,windows,54239.04,1920.0,1080.0,2073600.0,1024,21695.616,127.3,0,0,0,0.0,10.901174660077132,2.1972245773362196
Lenovo,Notebook,15.6,2.05,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,46886.4,1920.0,1080.0,2073600.0,256,22871.414634146346,141.2,0,0,0,0.0312,10.755504261623273,2.1972245773362196
Apple,Ultrabook,13.3,1.37,2560x1600,Quad HD,2.9,Intel, Core i5,512,0,0,8,macos,104370.192,2560.0,1600.0,4096000.0,512,76182.62189781021,227.0,0,1,1,0.0156,11.55570897765527,2.1972245773362196
Asus,Gaming,17.3,3.2,1920x1080,Full HD,3.0,AMD, Ryzen 1700,256,1024,0,16,windows,82530.72,1920.0,1080.0,2073600.0,1280,25790.85,127.3,1,0,0,0.0625,11.320937983275899,2.833213344056216
Dell,Notebook,15.6,2.14,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,linux,39164.5296,1920.0,1080.0,2073600.0,256,18301.182056074766,141.2,0,0,0,0.0312,10.575552291987458,2.1972245773362196
Lenovo,2 in 1 Convertible,14.0,1.36,2560x1440,Quad HD,2.6,Intel, Core i7 6600U,512,0,0,16,windows,133146.72,2560.0,1440.0,3686400.0,512,97902.0,209.8,0,0,0,0.0312,11.799214467550595,2.833213344056216
Toshiba,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i7 6500U,0,500,0,8,windows,43263.36,1366.0,768.0,1049088.0,500,19665.163636363635,100.5,0,0,0,0.0,10.675084480373934,2.1972245773362196
Dell,Notebook,15.6,2.3,1366x768,HD,2.7,Intel, Core i7 7500U,0,1024,0,12,windows,37992.3696,1366.0,768.0,1049088.0,1024,16518.42156521739,100.5,0,0,0,0.0,10.545166939273855,2.5649493574615367
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,1024,0,8,linux,58554.72,1920.0,1080.0,2073600.0,1152,20912.4,127.3,0,0,0,0.0625,10.977734058532482,2.1972245773362196
Acer,Notebook,15.6,2.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,1024,0,8,windows,39693.6,1920.0,1080.0,2073600.0,1024,18042.545454545452,141.2,0,0,0,0.0,10.588970437272568,2.1972245773362196
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,26053.92,1600.0,900.0,1440000.0,1024,9304.971428571429,106.1,0,0,0,0.0,10.16796189691066,1.6094379124341003
Lenovo,Notebook,17.3,2.8,1920x1080,Full HD,1.8,Intel, Core i7 8550U,0,2048,0,8,no,45234.72,1920.0,1080.0,2073600.0,2048,16155.257142857145,127.3,0,0,0,0.0,10.719642319211694,2.1972245773362196
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.7,Intel, Core i7 7500U,128,1024,0,6,windows,45767.52,1600.0,900.0,1440000.0,1152,16345.542857142857,106.1,0,0,0,0.0469,10.731351797533883,1.9459101490553132
Dell,Notebook,15.6,2.25,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,linux,22803.84,1920.0,1080.0,2073600.0,1024,10135.04,141.2,0,0,0,0.0,10.034728073115927,1.6094379124341003
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,256,0,0,8,windows,44169.12,1920.0,1080.0,2073600.0,256,17667.648,141.2,1,0,0,0.0312,10.695803821362974,2.1972245773362196
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,6,windows,30849.12,1920.0,1080.0,2073600.0,256,14022.32727272727,141.2,0,0,0,0.0234,10.336895919115271,1.9459101490553132
Acer,Notebook,15.6,3.0,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,50669.28,1920.0,1080.0,2073600.0,256,16889.76,141.2,0,0,0,0.0312,10.833094824406928,2.1972245773362196
Acer,Notebook,15.6,2.15,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,12,windows,35111.52,1920.0,1080.0,2073600.0,1024,16330.93953488372,141.2,0,0,0,0.0,10.466313041010059,2.5649493574615367
Lenovo,Notebook,15.6,1.95,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,58448.16,1920.0,1080.0,2073600.0,256,29973.415384615386,141.2,0,0,0,0.0312,10.975912595539462,2.1972245773362196
Asus,Ultrabook,15.6,1.7,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,52054.56,1920.0,1080.0,2073600.0,256,30620.329411764706,141.2,0,0,1,0.0312,10.86006688870326,2.1972245773362196
Lenovo,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,62817.12,1920.0,1080.0,2073600.0,1280,25126.848,141.2,1,0,0,0.0625,11.04799884586991,2.833213344056216
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,2.7,Intel, Core i7 7500U,0,1024,0,8,no,35112.0528,1920.0,1080.0,2073600.0,1024,15960.023999999998,141.2,0,0,0,0.0,10.466328214969593,2.1972245773362196
Acer,Notebook,15.6,2.19,1366x768,HD,1.5,Intel, Celeron Dual Core 3205U,16,0,0,2,chrome,13053.290976,1366.0,768.0,1049088.0,16,5960.406838356164,100.5,0,0,0,0.125,9.476872169125995,1.0986122886681098
Asus,Gaming,17.3,3.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,windows,63243.36,1920.0,1080.0,2073600.0,1024,21081.12,127.3,1,0,0,0.0,11.054761232653416,2.1972245773362196
HP,Notebook,17.3,2.54,1600x900,HD,2.0,Intel, Core i3 6006U,0,1024,0,8,windows,26053.92,1600.0,900.0,1440000.0,1024,10257.448818897637,106.1,0,0,0,0.0,10.16796189691066,2.1972245773362196
Dell,Notebook,15.6,2.0,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,97449.12,1920.0,1080.0,2073600.0,256,48724.56,141.2,0,0,0,0.0312,11.487095936335667,2.1972245773362196
Lenovo,Notebook,15.6,2.05,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,39373.92,1920.0,1080.0,2073600.0,256,19206.79024390244,141.2,0,0,0,0.0312,10.580884344379838,2.1972245773362196
Lenovo,Gaming,15.6,3.2,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,0,1024,0,8,windows,69210.72,1920.0,1080.0,2073600.0,1024,21628.35,141.2,1,0,0,0.0,11.14492549142712,2.1972245773362196
Acer,Notebook,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,linux,52161.12,1920.0,1080.0,2073600.0,256,20864.448,141.2,0,0,0,0.0312,10.862111839946362,2.1972245773362196
Dell,Workstation,17.3,3.42,1920x1080,Full HD,2.9,Intel, Core i7 7820HQ,256,0,0,16,windows,153705.3408,1920.0,1080.0,2073600.0,256,44943.08210526316,127.3,0,0,0,0.0625,11.94279918306742,2.833213344056216
Lenovo,Notebook,15.6,2.4,1920x1080,Full HD,2.4,AMD, A10-Series 9600P,0,1024,0,6,windows,26586.72,1920.0,1080.0,2073600.0,1024,11077.800000000001,141.2,0,0,0,0.0,10.188204734039374,1.9459101490553132
Asus,Ultrabook,15.6,1.63,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,0,0,16,windows,78215.04,1920.0,1080.0,2073600.0,512,47984.68711656442,141.2,0,0,1,0.0312,11.267230020589693,2.833213344056216
Asus,Notebook,14.0,1.3,1366x768,HD,2.4,Intel, Core i3 7100U,128,0,0,4,windows,27119.52,1366.0,768.0,1049088.0,128,20861.169230769232,111.9,0,0,0,0.0312,10.20804591591181,1.6094379124341003
Asus,Gaming,17.3,2.9,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,113060.16,1920.0,1080.0,2073600.0,1280,38986.26206896552,127.3,1,0,0,0.0625,11.635684190215565,2.833213344056216
Lenovo,Notebook,17.3,4.42,1600x900,HD,2.5,Intel, Core i5 7200U,0,1024,0,6,windows,34578.72,1600.0,900.0,1440000.0,1024,7823.239819004525,106.1,0,0,0,0.0,10.451022662038508,1.9459101490553132
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,0,2048,0,8,no,29250.72,1366.0,768.0,1049088.0,2048,13295.781818181818,100.5,0,0,0,0.0,10.283693654349953,2.1972245773362196
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,67399.2,1920.0,1080.0,2073600.0,1152,26959.68,141.2,1,0,0,0.0625,11.118403264255047,2.1972245773362196
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Pentium Quad Core N4200,0,1024,0,4,no,19180.2672,1366.0,768.0,1049088.0,1024,8718.303272727271,100.5,0,0,0,0.0,9.86168941507667,1.6094379124341003
HP,2 in 1 Convertible,13.3,1.28,1920x1080,Full HD,2.8,Intel, Core i7 7600U,256,0,0,16,windows,105228.0,1920.0,1080.0,2073600.0,256,82209.375,165.6,0,0,0,0.0625,11.563894206696261,2.833213344056216
Toshiba,Notebook,15.6,2.2,1920x1080,Full HD,2.5,Intel, Core i7 6500U,256,0,0,8,windows,55571.04,1920.0,1080.0,2073600.0,256,25259.563636363633,141.2,0,0,0,0.0312,10.925435476055437,2.1972245773362196
Lenovo,Notebook,15.6,2.3,1920x1080,Full HD,2.5,Intel, Core i5 7200U,128,1024,0,8,windows,43636.32,1920.0,1080.0,2073600.0,1152,18972.31304347826,141.2,0,0,0,0.0625,10.683668026512203,2.1972245773362196
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,24988.32,1920.0,1080.0,2073600.0,1024,13434.58064516129,141.2,0,0,0,0.0,10.126203812574422,1.6094379124341003
Lenovo,Notebook,13.3,1.1,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,53226.72,1920.0,1080.0,2073600.0,256,48387.92727272727,165.6,0,0,0,0.0312,10.882334592260529,2.1972245773362196
Dell,Ultrabook,13.3,1.21,3840x2160,4K,1.8,Intel, Core i7 8550U,0,0,0,16,windows,133146.72,3840.0,2160.0,8294400.0,0,110038.61157024794,331.3,0,0,1,0.0,11.799214467550595,2.833213344056216
MSI,Gaming,15.6,2.8,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,16,windows,111834.72,1920.0,1080.0,2073600.0,1280,39940.97142857143,141.2,1,1,0,0.0625,11.624786287779711,2.833213344056216
Acer,Notebook,15.6,2.23,1920x1080,Full HD,2.2,AMD, A8-Series 7410,256,0,0,8,windows,24988.32,1920.0,1080.0,2073600.0,256,11205.52466367713,141.2,0,0,0,0.0312,10.126203812574422,2.1972245773362196
Asus,2 in 1 Convertible,11.6,1.1,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,2,windows,14652.0,1366.0,768.0,1049088.0,32,13319.999999999998,135.1,0,0,0,0.0,9.592400371638025,1.0986122886681098
Dell,Notebook,15.6,2.33,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1024,0,8,windows,44968.32,1920.0,1080.0,2073600.0,1152,19299.708154506436,141.2,0,0,0,0.0625,10.71373575845852,2.1972245773362196
HP,2 in 1 Convertible,13.3,1.29,3840x2160,4K,1.8,Intel, Core i7 8550U,0,0,0,16,windows,130482.72,3840.0,2160.0,8294400.0,0,101149.3953488372,331.3,0,0,0,0.0,11.779003747004984,2.833213344056216
Lenovo,Notebook,13.3,1.45,1366x768,HD,1.6,Intel, Celeron Dual Core 3855U,0,0,16,4,chrome,24503.472,1366.0,768.0,1049088.0,16,16898.946206896555,117.8,0,0,0,0.0,10.106610910488378,1.6094379124341003
HP,Notebook,14.0,1.95,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,52214.4,1920.0,1080.0,2073600.0,256,26776.615384615387,157.4,0,0,0,0.0312,10.863132749518224,2.1972245773362196
Acer,Notebook,11.6,1.4,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,0,128,4,windows,25840.8,1366.0,768.0,1049088.0,128,18457.714285714286,135.1,0,0,0,0.0,10.159748614913156,1.6094379124341003
HP,Notebook,14.0,1.48,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,68837.76,1920.0,1080.0,2073600.0,256,46512.0,157.4,0,0,0,0.0312,11.139522237379978,2.1972245773362196
Lenovo,Notebook,17.3,2.79,1600x900,HD,2.5,Intel, Core i5 7200U,0,1024,0,4,windows,31381.92,1600.0,900.0,1440000.0,1024,11248.0,106.1,0,0,0,0.0,10.354019074857808,1.6094379124341003
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,58288.32,1920.0,1080.0,2073600.0,256,29144.16,157.4,0,0,0,0.0312,10.973174165162662,2.1972245773362196
HP,Notebook,15.6,2.1,1366x768,HD,1.8,Intel, Core i7 8550U,0,1024,0,8,windows,48058.56,1366.0,768.0,1049088.0,1024,22885.02857142857,100.5,0,0,0,0.0,10.780196354025913,2.1972245773362196
Acer,Notebook,15.6,2.2,1366x768,HD,2.7,AMD, A12-Series 9720P,256,0,0,8,windows,35111.52,1366.0,768.0,1049088.0,256,15959.781818181815,100.5,0,0,0,0.0312,10.466313041010059,2.1972245773362196
Lenovo,Notebook,14.0,1.44,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,15557.76,1366.0,768.0,1049088.0,32,10804.0,111.9,0,0,0,0.0,9.652379103040136,1.6094379124341003
Acer,Notebook,15.6,2.2,1366x768,HD,2.5,Intel, Core i5 7200U,0,1024,0,6,windows,29250.72,1366.0,768.0,1049088.0,1024,13295.781818181818,100.5,0,0,0,0.0,10.283693654349953,1.9459101490553132
Asus,Ultrabook,15.6,1.7,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,55938.672,1920.0,1080.0,2073600.0,256,32905.10117647059,141.2,0,0,1,0.0312,10.932029103313662,2.1972245773362196
HP,Ultrabook,12.5,1.26,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,71128.8,1920.0,1080.0,2073600.0,256,56451.42857142857,176.2,0,0,1,0.0312,11.17226165597048,2.1972245773362196
Dell,Notebook,15.6,2.06,3840x2160,4K,2.8,Intel, Core i7 7700HQ,0,0,0,32,windows,140605.92,3840.0,2160.0,8294400.0,0,68255.3009708738,282.4,0,0,0,0.0,11.853723474786245,3.4965075614664802
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,1024,0,8,windows,63882.72,1920.0,1080.0,2073600.0,1280,23660.266666666666,127.3,1,1,0,0.0312,11.064819834822508,2.1972245773362196
Toshiba,Notebook,15.6,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,50243.04,1920.0,1080.0,2073600.0,256,25121.52,141.2,0,0,0,0.0312,10.824647211921786,2.1972245773362196
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,1024,0,8,windows,71075.52,1920.0,1080.0,2073600.0,1280,35537.76,157.4,0,0,0,0.0312,11.171512322150534,2.1972245773362196
Lenovo,Notebook,15.6,1.85,1920x1080,Full HD,2.0,Intel, Core i3 6006U,0,1024,0,4,windows,23922.72,1920.0,1080.0,2073600.0,1024,12931.2,141.2,0,0,0,0.0,10.082625714367484,1.6094379124341003
Asus,Gaming,15.6,2.5,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,53226.72,1920.0,1080.0,2073600.0,256,21290.688000000002,141.2,1,0,0,0.0312,10.882334592260529,2.1972245773362196
HP,Notebook,14.0,1.48,1920x1080,Full HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,67559.04,1920.0,1080.0,2073600.0,256,45647.99999999999,157.4,0,0,0,0.0312,11.120771962987872,2.1972245773362196
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,60952.32,1920.0,1080.0,2073600.0,256,33126.260869565216,141.2,0,0,0,0.0312,11.017863604303702,2.1972245773362196
Asus,Notebook,15.6,2.0,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,4,linux,14651.4672,1366.0,768.0,1049088.0,1024,7325.7336,100.5,0,0,0,0.0,9.59236400982223,1.6094379124341003
Dell,Notebook,15.6,2.0,1920x1080,Full HD,1.6,Intel, Core i5 8250U,256,0,0,8,windows,60885.72,1920.0,1080.0,2073600.0,256,30442.86,141.2,0,0,0,0.0312,11.016770367521554,2.1972245773362196
Dell,Notebook,15.6,2.2,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,500,0,4,linux,14646.672,1366.0,768.0,1049088.0,500,6657.578181818181,100.5,0,0,0,0.0,9.592036693968193,1.6094379124341003
Lenovo,Notebook,15.6,2.2,1920x1080,Full HD,3.0,AMD, A12-Series 9720P,0,2048,0,12,windows,47898.72,1920.0,1080.0,2073600.0,2048,21772.145454545454,141.2,0,0,0,0.0,10.776864937870439,2.5649493574615367
HP,Notebook,15.6,2.1,1920x1080,Full HD,2.4,Intel, Core i3 7100U,0,1024,0,8,windows,38148.48,1920.0,1080.0,2073600.0,1024,18165.942857142858,141.2,0,0,0,0.0,10.549267406213417,2.1972245773362196
Lenovo,2 in 1 Convertible,13.9,1.4,3840x2160,4K,1.8,Intel, Core i7 8550U,512,0,0,16,windows,111834.72,3840.0,2160.0,8294400.0,512,79881.94285714286,317.0,0,0,0,0.0312,11.624786287779711,2.833213344056216
Dell,Ultrabook,13.3,1.2,1920x1080,Full HD,1.8,Intel, Core i7 8550U,256,0,0,8,windows,84129.12,1920.0,1080.0,2073600.0,256,70107.6,165.6,0,0,1,0.0312,11.340119926907802,2.1972245773362196
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,2048,0,16,windows,60153.12,1920.0,1080.0,2073600.0,2304,25063.800000000003,141.2,1,0,0,0.0625,11.004665214485216,2.833213344056216
HP,Notebook,14.0,1.44,1366x768,HD,1.6,Intel, Celeron Dual Core N3060,0,0,32,2,windows,14865.12,1366.0,768.0,1049088.0,32,10323.000000000002,111.9,0,0,0,0.0,9.606840077363517,1.0986122886681098
Dell,Ultrabook,15.6,1.88,1920x1080,Full HD,1.9,Intel, Core i7 8650U,512,0,0,16,windows,85672.1088,1920.0,1080.0,2073600.0,512,45570.27063829788,141.2,0,0,1,0.0312,11.358294272381869,2.833213344056216
Asus,2 in 1 Convertible,11.6,1.5,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,0,32,4,windows,19980.0,1366.0,768.0,1049088.0,32,13320.0,135.1,0,0,0,0.0,9.902537101000133,1.6094379124341003
Dell,Ultrabook,15.6,2.0,1920x1080,Full HD,1.6,Intel, Core i5 8250U,0,1024,0,8,windows,35324.64,1920.0,1080.0,2073600.0,1024,17662.32,141.2,0,0,1,0.0,10.472364324869146,2.1972245773362196
HP,Notebook,15.6,1.84,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,69477.12,1920.0,1080.0,2073600.0,256,37759.30434782608,141.2,0,0,0,0.0312,11.148767161842734,2.1972245773362196
MSI,Gaming,17.3,2.7,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,128,1024,0,8,windows,75071.52,1920.0,1080.0,2073600.0,1152,27804.266666666666,127.3,1,1,0,0.0625,11.226209858672876,2.1972245773362196
HP,Workstation,15.6,2.6,1920x1080,Full HD,2.8,Intel, Core i7 7700HQ,256,0,0,8,windows,92615.0256,1920.0,1080.0,2073600.0,256,35621.16369230769,141.2,0,0,0,0.0312,11.43621746829565,2.1972245773362196
Toshiba,Notebook,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i7 6500U,512,0,0,16,windows,74751.84,1920.0,1080.0,2073600.0,512,31146.6,141.2,0,0,0,0.0312,11.221942483842241,2.833213344056216
Dell,Notebook,15.6,2.02,1920x1080,Full HD,1.8,Intel, Core i7 8550U,128,2048,0,8,windows,51729.552,1920.0,1080.0,2073600.0,2176,25608.689108910894,141.2,0,0,0,0.0625,10.853803833731272,2.1972245773362196
Lenovo,Notebook,15.6,2.2,1366x768,HD,1.1,Intel, Celeron Dual Core N3350,0,1024,0,4,no,17155.6272,1366.0,768.0,1049088.0,1024,7798.012363636362,100.5,0,0,0,0.0,9.750139803606897,1.6094379124341003
Dell,Gaming,15.6,2.65,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,0,1024,0,8,windows,53226.72,1920.0,1080.0,2073600.0,1024,20085.554716981133,141.2,1,0,0,0.0,10.882334592260529,2.1972245773362196
Dell,Notebook,15.6,2.36,1366x768,HD,2.5,Intel, Core i5 7200U,0,2048,0,8,windows,29696.6736,1366.0,768.0,1049088.0,2048,12583.336271186441,100.5,0,0,0,0.0,10.298823991756509,2.1972245773362196
Dell,Notebook,14.0,1.36,1920x1080,Full HD,2.6,Intel, Core i5 7300U,256,0,0,8,windows,76030.56,1920.0,1080.0,2073600.0,256,55904.82352941176,157.4,0,0,0,0.0312,11.23890379622848,2.1972245773362196
HP,Notebook,15.6,1.86,1366x768,HD,2.0,Intel, Core i3 6006U,0,500,0,4,windows,23389.92,1366.0,768.0,1049088.0,500,12575.225806451612,100.5,0,0,0,0.0,10.060103191853011,1.6094379124341003
Asus,Notebook,14.0,2.0,1920x1080,Full HD,2.5,Intel, Core i5 7200U,256,0,0,8,windows,50349.6,1920.0,1080.0,2073600.0,256,25174.8,157.4,0,0,0,0.0312,10.82676581465962,2.1972245773362196
Lenovo,Notebook,17.3,2.8,1600x900,HD,2.5,Intel, Core i5 7200U,128,1024,0,6,windows,38308.32,1600.0,900.0,1440000.0,1152,13681.542857142858,106.1,0,0,0,0.0469,10.55344848760242,1.9459101490553132
HP,Notebook,15.6,1.86,1920x1080,Full HD,2.5,Intel, Core i5 7200U,0,1024,0,8,windows,34045.92,1920.0,1080.0,2073600.0,1024,18304.25806451613,141.2,0,0,0,0.0,10.435494852273417,2.1972245773362196
Lenovo,Notebook,15.6,2.2,1366x768,HD,2.0,Intel, Core i3 6006U,256,0,0,8,no,26586.72,1366.0,768.0,1049088.0,256,12084.872727272726,100.5,0,0,0,0.0312,10.188204734039374,2.1972245773362196
HP,Notebook,15.6,2.04,1366x768,HD,1.6,Intel, Pentium Quad Core N3710,0,2048,0,8,windows,20725.92,1366.0,768.0,1049088.0,2048,10159.764705882351,100.5,0,0,0,0.0,9.939188617449547,2.1972245773362196
Dell,Notebook,17.3,2.8,1920x1080,Full HD,1.6,Intel, Core i5 8250U,128,1024,0,8,windows,57808.8,1920.0,1080.0,2073600.0,1152,20646.000000000004,127.3,0,0,0,0.0625,10.964913590461473,2.1972245773362196
Lenovo,Gaming,15.6,2.4,1920x1080,Full HD,2.5,Intel, Core i5 7300HQ,128,1024,0,8,no,43103.52,1920.0,1080.0,2073600.0,1152,17959.8,141.2,1,0,0,0.0625,10.671383142982906,2.1972245773362196
Dell,Notebook,15.6,2.33,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,47898.72,1920.0,1080.0,2073600.0,256,20557.390557939914,141.2,0,0,0,0.0312,10.776864937870439,2.1972245773362196
HP,Ultrabook,14.0,1.36,1920x1080,Full HD,2.7,Intel, Core i7 7500U,256,0,0,8,windows,93240.0,1920.0,1080.0,2073600.0,256,68558.82352941176,157.4,0,0,1,0.0312,11.442942818102907,2.1972245773362196
Asus,2 in 1 Convertible,15.6,2.26,1920x1080,Full HD,2.7,Intel, Core i7 7500U,512,2048,0,12,windows,58554.72,1920.0,1080.0,2073600.0,2560,25909.168141592923,141.2,0,0,0,0.0234,10.977734058532482,2.5649493574615367
Acer,Notebook,15.6,2.1,1366x768,HD,3.0,AMD, A9-Series 9420,128,0,0,4,windows,22697.28,1366.0,768.0,1049088.0,128,10808.22857142857,100.5,0,0,0,0.0312,10.030044429673623,1.6094379124341003
Asus,Gaming,17.3,3.25,1920x1080,Full HD,3.0,AMD, Ryzen 1700,256,1024,0,16,windows,117162.72,1920.0,1080.0,2073600.0,1280,36050.06769230769,127.3,1,0,0,0.0625,11.671327551888611,2.833213344056216
Lenovo,Notebook,17.3,2.6,1600x900,HD,2.2,AMD, A8-Series 7410,128,0,0,4,windows,26053.92,1600.0,900.0,1440000.0,128,10020.73846153846,106.1,0,0,0,0.0312,10.16796189691066,1.6094379124341003
